1, 100,100,52, 0.0379, Pirates of the Caribbean
2, 100,100,66, 0.058, New York Gangs
3, 100,100,82, 0.0564, New York Gangs
4, 100,100,78, 0.048, Pirates of the Caribbean
5, 100,100,56, 0.0511, Pirates of the Caribbean
6, 100,100,60, 0.05, Pirates of the Caribbean
7, 100,100,64, 0.0489, New York Gangs
8, 100,100,52, 0.0387, New York Gangs
9, 100,100,82, 0.06, Pirates of the Caribbean
10, 100,100,104, 0.0578, Pirates of the Caribbean
11, 100,100,72, 0.0443, Pirates of the Caribbean
12, 100,100,56, 0.0556, Pirates of the Caribbean
13, 100,100,46, 0.0611, Pirates of the Caribbean
14, 100,100,54, 0.0458, New York Gangs
15, 100,100,54, 0.0534, Pirates of the Caribbean
16, 100,100,64, 0.0541, New York Gangs
17, 100,100,46, 0.0389, Pirates of the Caribbean
18, 100,100,60, 0.0384, New York Gangs
19, 100,100,60, 0.0415, New York Gangs
20, 100,100,46, 0.0661, New York Gangs
21, 100,100,54, 0.0485, New York Gangs
22, 100,100,110, 0.0562, Pirates of the Caribbean
23, 100,100,70, 0.0588, New York Gangs
24, 100,100,60, 0.0485, New York Gangs
25, 100,100,60, 0.0442, Pirates of the Caribbean
26, 100,100,44, 0.0406, New York Gangs
27, 100,100,52, 0.0508, New York Gangs
28, 100,100,58, 0.0393, New York Gangs
29, 100,100,42, 0.036, New York Gangs
30, 100,100,52, 0.0391, New York Gangs
31, 100,100,62, 0.0522, Pirates of the Caribbean
32, 100,100,60, 0.0588, Pirates of the Caribbean
33, 100,100,62, 0.0514, Pirates of the Caribbean
34, 100,100,46, 0.0469, Pirates of the Caribbean
35, 100,100,52, 0.1632, Pirates of the Caribbean
36, 100,100,46, 0.0706, Pirates of the Caribbean
37, 100,100,44, 0.043, New York Gangs
38, 100,100,44, 0.0358, Pirates of the Caribbean
39, 100,100,86, 0.061, New York Gangs
40, 100,100,50, 0.0388, Pirates of the Caribbean
41, 100,100,56, 0.0466, Pirates of the Caribbean
42, 100,100,46, 0.038, Pirates of the Caribbean
43, 100,100,60, 0.0523, Pirates of the Caribbean
44, 100,100,68, 0.0564, Pirates of the Caribbean
45, 100,100,66, 0.0408, New York Gangs
46, 100,100,38, 0.0357, New York Gangs
47, 100,100,68, 0.0442, New York Gangs
48, 100,100,50, 0.0427, New York Gangs
49, 100,100,54, 0.042, New York Gangs
50, 100,100,40, 0.039, Pirates of the Caribbean
51, 100,100,46, 0.0421, New York Gangs
52, 100,100,66, 0.0432, Pirates of the Caribbean
53, 100,100,46, 0.0547, Pirates of the Caribbean
54, 100,100,46, 0.0429, Pirates of the Caribbean
55, 100,100,48, 0.054, New York Gangs
56, 100,100,58, 0.0755, New York Gangs
57, 100,100,58, 0.0751, Pirates of the Caribbean
58, 100,100,62, 0.0951, New York Gangs
59, 100,100,44, 0.0391, New York Gangs
60, 100,100,62, 0.0528, Pirates of the Caribbean
61, 100,100,66, 0.0413, Pirates of the Caribbean
62, 100,100,54, 0.0539, Pirates of the Caribbean
63, 100,100,50, 0.0473, Pirates of the Caribbean
64, 100,100,78, 0.0484, New York Gangs
65, 100,100,48, 0.0449, Pirates of the Caribbean
66, 100,100,54, 0.0449, New York Gangs
67, 100,100,52, 0.0389, Pirates of the Caribbean
68, 100,100,56, 0.051, New York Gangs
69, 100,100,62, 0.0394, Pirates of the Caribbean
70, 100,100,68, 0.0409, New York Gangs
71, 100,100,62, 0.0409, Pirates of the Caribbean
72, 100,100,92, 0.0489, New York Gangs
73, 100,100,54, 0.0349, Pirates of the Caribbean
74, 100,100,50, 0.0459, Pirates of the Caribbean
75, 100,100,52, 0.0529, Pirates of the Caribbean
76, 100,100,42, 0.0391, Pirates of the Caribbean
77, 100,100,76, 0.0479, New York Gangs
78, 100,100,58, 0.0416, Pirates of the Caribbean
79, 100,100,46, 0.0302, Pirates of the Caribbean
80, 100,100,68, 0.0611, Pirates of the Caribbean
81, 100,100,44, 0.0379, Pirates of the Caribbean
82, 100,100,62, 0.0508, Pirates of the Caribbean
83, 100,100,102, 0.0519, New York Gangs
84, 100,100,38, 0.0319, Pirates of the Caribbean
85, 100,100,58, 0.0439, New York Gangs
86, 100,100,64, 0.0339, Pirates of the Caribbean
87, 100,100,76, 0.0508, Pirates of the Caribbean
88, 100,100,46, 0.0598, Pirates of the Caribbean
89, 100,100,74, 0.036, New York Gangs
90, 100,100,44, 0.0349, Pirates of the Caribbean
91, 100,100,52, 0.0319, Pirates of the Caribbean
92, 100,100,52, 0.0399, New York Gangs
93, 100,100,70, 0.0479, Pirates of the Caribbean
94, 100,100,50, 0.0439, New York Gangs
95, 100,100,42, 0.0439, Pirates of the Caribbean
96, 100,100,54, 0.0488, New York Gangs
97, 100,100,56, 0.0409, New York Gangs
98, 100,100,54, 0.0544, New York Gangs
99, 100,100,66, 0.0499, New York Gangs
100, 100,100,76, 0.0459, Pirates of the Caribbean
101, 100,100,52, 0.0409, Pirates of the Caribbean
102, 100,100,48, 0.0379, New York Gangs
103, 100,100,74, 0.0379, Pirates of the Caribbean
104, 100,100,52, 0.0389, New York Gangs
105, 100,100,56, 0.0377, Pirates of the Caribbean
106, 100,100,52, 0.0369, Pirates of the Caribbean
107, 100,100,76, 0.0429, Pirates of the Caribbean
108, 100,100,46, 0.0349, Pirates of the Caribbean
109, 100,100,58, 0.0384, Pirates of the Caribbean
110, 100,100,68, 0.0449, Pirates of the Caribbean
111, 100,100,50, 0.0429, New York Gangs
112, 100,100,48, 0.0399, New York Gangs
113, 100,100,52, 0.0409, New York Gangs
114, 100,100,70, 0.0419, Pirates of the Caribbean
115, 100,100,92, 0.0467, Pirates of the Caribbean
116, 100,100,60, 0.0556, Pirates of the Caribbean
117, 100,100,48, 0.0365, Pirates of the Caribbean
118, 100,100,56, 0.0558, Pirates of the Caribbean
119, 100,100,56, 0.0334, Pirates of the Caribbean
120, 100,100,54, 0.0558, New York Gangs
121, 100,100,44, 0.0301, New York Gangs
122, 100,100,54, 0.0512, Pirates of the Caribbean
123, 100,100,70, 0.0509, New York Gangs
124, 100,100,60, 0.0306, Pirates of the Caribbean
125, 100,100,56, 0.0617, New York Gangs
126, 100,100,64, 0.0549, New York Gangs
127, 100,100,84, 0.0628, New York Gangs
128, 100,100,80, 0.0728, New York Gangs
129, 100,100,76, 0.0409, New York Gangs
130, 100,100,66, 0.0409, New York Gangs
131, 100,100,50, 0.0389, New York Gangs
132, 100,100,46, 0.0309, Pirates of the Caribbean
133, 100,100,60, 0.0379, New York Gangs
134, 100,100,72, 0.0409, Pirates of the Caribbean
135, 100,100,56, 0.0391, New York Gangs
136, 100,100,64, 0.0429, New York Gangs
137, 100,100,48, 0.038, New York Gangs
138, 100,100,36, 0.0252, Pirates of the Caribbean
139, 100,100,66, 0.0504, New York Gangs
140, 100,100,52, 0.0371, New York Gangs
141, 100,100,66, 0.0404, New York Gangs
142, 100,100,58, 0.041, New York Gangs
143, 100,100,62, 0.0453, Pirates of the Caribbean
144, 100,100,44, 0.046, New York Gangs
145, 100,100,42, 0.0336, New York Gangs
146, 100,100,62, 0.0472, Pirates of the Caribbean
147, 100,100,60, 0.0497, New York Gangs
148, 100,100,58, 0.03, Pirates of the Caribbean
149, 100,100,58, 0.0417, New York Gangs
150, 100,100,48, 0.0339, Pirates of the Caribbean
151, 100,100,48, 0.0352, Pirates of the Caribbean
152, 100,100,44, 0.0309, Pirates of the Caribbean
153, 100,100,62, 0.0498, New York Gangs
154, 100,100,56, 0.0427, Pirates of the Caribbean
155, 100,100,72, 0.0501, New York Gangs
156, 100,100,50, 0.0468, Pirates of the Caribbean
157, 100,100,54, 0.0359, Pirates of the Caribbean
158, 100,100,68, 0.0508, New York Gangs
159, 100,100,64, 0.0568, New York Gangs
160, 100,100,62, 0.0449, New York Gangs
161, 100,100,60, 0.0449, Pirates of the Caribbean
162, 100,100,70, 0.0508, Pirates of the Caribbean
163, 100,100,50, 0.0389, New York Gangs
164, 100,100,66, 0.0538, New York Gangs
165, 100,100,56, 0.0409, New York Gangs
166, 100,100,46, 0.0399, New York Gangs
167, 100,100,54, 0.0449, Pirates of the Caribbean
168, 100,100,40, 0.0359, Pirates of the Caribbean
169, 100,100,72, 0.0389, Pirates of the Caribbean
170, 100,100,46, 0.0389, New York Gangs
171, 100,100,60, 0.0379, Pirates of the Caribbean
172, 100,100,44, 0.032, Pirates of the Caribbean
173, 100,100,48, 0.0409, Pirates of the Caribbean
174, 100,100,60, 0.0509, New York Gangs
175, 100,100,58, 0.0359, New York Gangs
176, 100,100,60, 0.0449, Pirates of the Caribbean
177, 100,100,62, 0.038, New York Gangs
178, 100,100,64, 0.0429, New York Gangs
179, 100,100,58, 0.0618, Pirates of the Caribbean
180, 100,100,52, 0.0469, New York Gangs
181, 100,100,72, 0.0429, Pirates of the Caribbean
182, 100,100,70, 0.0469, Pirates of the Caribbean
183, 100,100,42, 0.032, Pirates of the Caribbean
184, 100,100,46, 0.0264, New York Gangs
185, 100,100,50, 0.0404, Pirates of the Caribbean
186, 100,100,68, 0.0551, Pirates of the Caribbean
187, 100,100,44, 0.0502, New York Gangs
188, 100,100,58, 0.0392, New York Gangs
189, 100,100,72, 0.0522, New York Gangs
190, 100,100,54, 0.0526, Pirates of the Caribbean
191, 100,100,48, 0.0411, New York Gangs
192, 100,100,52, 0.0411, New York Gangs
193, 100,100,56, 0.0405, New York Gangs
194, 100,100,48, 0.0453, New York Gangs
195, 100,100,78, 0.037, Pirates of the Caribbean
196, 100,100,62, 0.0566, New York Gangs
197, 100,100,70, 0.0549, New York Gangs
198, 100,100,72, 0.0459, New York Gangs
199, 100,100,50, 0.0424, Pirates of the Caribbean
200, 100,100,64, 0.0439, New York Gangs
201, 100,100,64, 0.0538, New York Gangs
202, 100,100,40, 0.0459, Pirates of the Caribbean
203, 100,100,52, 0.0435, Pirates of the Caribbean
204, 100,100,56, 0.0546, New York Gangs
205, 100,100,58, 0.0329, New York Gangs
206, 100,100,48, 0.0329, New York Gangs
207, 100,100,54, 0.0504, New York Gangs
208, 100,100,62, 0.0389, New York Gangs
209, 100,100,64, 0.0459, New York Gangs
210, 100,100,44, 0.0349, Pirates of the Caribbean
211, 100,100,64, 0.0399, New York Gangs
212, 100,100,60, 0.0628, New York Gangs
213, 100,100,44, 0.0289, Pirates of the Caribbean
214, 100,100,48, 0.0429, New York Gangs
215, 100,100,82, 0.0469, New York Gangs
216, 100,100,48, 0.0399, New York Gangs
217, 100,100,54, 0.0359, New York Gangs
218, 100,100,46, 0.0384, Pirates of the Caribbean
219, 100,100,58, 0.0319, Pirates of the Caribbean
220, 100,100,56, 0.0409, New York Gangs
221, 100,100,74, 0.0439, Pirates of the Caribbean
222, 100,100,44, 0.0439, New York Gangs
223, 100,100,48, 0.0459, Pirates of the Caribbean
224, 100,100,52, 0.0469, Pirates of the Caribbean
225, 100,100,74, 0.0568, New York Gangs
226, 100,100,44, 0.0404, Pirates of the Caribbean
227, 100,100,42, 0.0419, New York Gangs
228, 100,100,58, 0.0512, New York Gangs
229, 100,100,46, 0.0439, Pirates of the Caribbean
230, 100,100,50, 0.0453, New York Gangs
231, 100,100,52, 0.0448, New York Gangs
232, 100,100,42, 0.0449, Pirates of the Caribbean
233, 100,100,78, 0.0489, Pirates of the Caribbean
234, 100,100,60, 0.0429, New York Gangs
235, 100,100,70, 0.0505, New York Gangs
236, 100,100,58, 0.0418, New York Gangs
237, 100,100,50, 0.0419, New York Gangs
238, 100,100,50, 0.0399, Pirates of the Caribbean
239, 100,100,52, 0.0399, New York Gangs
240, 100,100,52, 0.0419, Pirates of the Caribbean
241, 100,100,44, 0.0511, New York Gangs
242, 100,100,46, 0.0349, New York Gangs
243, 100,100,50, 0.0399, New York Gangs
244, 100,100,46, 0.0369, New York Gangs
245, 100,100,66, 0.0438, New York Gangs
246, 100,100,52, 0.0439, Pirates of the Caribbean
247, 100,100,50, 0.0449, Pirates of the Caribbean
248, 100,100,108, 0.0428, Pirates of the Caribbean
249, 100,100,38, 0.0408, New York Gangs
250, 100,100,54, 0.0533, New York Gangs
251, 100,100,40, 0.032, Pirates of the Caribbean
252, 100,100,48, 0.0339, Pirates of the Caribbean
253, 100,100,46, 0.0368, New York Gangs
254, 100,100,74, 0.0399, Pirates of the Caribbean
255, 100,100,52, 0.0449, Pirates of the Caribbean
256, 100,100,72, 0.0399, Pirates of the Caribbean
257, 100,100,66, 0.0458, Pirates of the Caribbean
258, 100,100,50, 0.0518, Pirates of the Caribbean
259, 100,100,78, 0.0459, Pirates of the Caribbean
260, 100,100,72, 0.0419, New York Gangs
261, 100,100,68, 0.0359, New York Gangs
262, 100,100,58, 0.0373, Pirates of the Caribbean
263, 100,100,52, 0.0459, Pirates of the Caribbean
264, 100,100,60, 0.0349, Pirates of the Caribbean
265, 100,100,68, 0.0529, Pirates of the Caribbean
266, 100,100,78, 0.0558, New York Gangs
267, 100,100,64, 0.0359, Pirates of the Caribbean
268, 100,100,54, 0.0379, New York Gangs
269, 100,100,66, 0.0439, New York Gangs
270, 100,100,116, 0.0569, New York Gangs
271, 100,100,48, 0.0489, New York Gangs
272, 100,100,60, 0.0514, Pirates of the Caribbean
273, 100,100,62, 0.0633, Pirates of the Caribbean
274, 100,100,44, 0.0409, Pirates of the Caribbean
275, 100,100,48, 0.0578, Pirates of the Caribbean
276, 100,100,54, 0.0755, Pirates of the Caribbean
277, 100,100,48, 0.0588, Pirates of the Caribbean
278, 100,100,106, 0.0987, Pirates of the Caribbean
279, 100,100,86, 0.1092, New York Gangs
280, 100,100,64, 0.0648, Pirates of the Caribbean
281, 100,100,62, 0.0771, Pirates of the Caribbean
282, 100,100,50, 0.0953, New York Gangs
283, 100,100,50, 0.0578, Pirates of the Caribbean
284, 100,100,60, 0.0559, Pirates of the Caribbean
285, 100,100,64, 0.0434, Pirates of the Caribbean
286, 100,100,48, 0.0488, New York Gangs
287, 100,100,70, 0.0646, New York Gangs
288, 100,100,74, 0.0379, New York Gangs
289, 100,100,46, 0.0349, New York Gangs
290, 100,100,54, 0.0369, Pirates of the Caribbean
291, 100,100,62, 0.0449, Pirates of the Caribbean
292, 100,100,62, 0.0555, New York Gangs
293, 100,100,54, 0.0529, New York Gangs
